EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Work_Location,Home_Location,Home_State,Office_State,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
155471,52,AMI,885,6.3,2,327.6,3,Active,,,1,West,Operations Group,Mumbai,West Bengal,West Bengal,West Bengal,0,5.29,33.25,Low,5555
558435,35,ALT,169,12.3,9,430.5,2,Active,,,0,South,Retail Banking Group,Chennai,West Bengal,Telangana,Delhi,0,0.39,26.04,Low,6666
839745,38,CM,558,6.3,8,239.4,3,Active,,,3,South,Retail Banking Group,Chennai,Gujarat,Uttar Pradesh,Karnataka,0,0.47,34.09,Low,5555
356765,24,DMI,1784,0.6,4,14.4,3,Active,,,4,North,Transaction Banking,New Delhi,West Bengal,Karnataka,Maharashtra,0,4.62,39.19,Low,7777
991038,40,AMII,1059,4.9,3,196.0,3,Active,,,2,East,Operations Group,Kolkata,Maharashtra,West Bengal,Delhi,14,4.33,66.44,Medium,9999
968266,53,ALT,1607,12.1,9,641.3,3,Active,,,0,West,Retail Banking Group,Mumbai,West Bengal,West Bengal,Tamil Nadu,0,1.0,48.16,Medium,7777
667856,39,DMI,354,2.4,4,93.6,3,Active,,,4,South,Retail Banking Group,Chennai,Maharashtra,Tamil Nadu,Telangana,0,1.39,23.06,Low,7777
472134,47,CM,550,5.5,8,258.5,3,Active,,,3,North,Wholesale Banking,New Delhi,West Bengal,Uttar Pradesh,Karnataka,0,0.39,25.59,Low,4444
351926,27,CM,1924,8.6,8,232.2,3,Active,,,3,West,Retail Banking Group,Mumbai,Gujarat,West Bengal,Tamil Nadu,0,2.01,46.28,Medium,1111
573541,47,MMI,610,7.0,6,329.0,3,Active,,,6,South,Retail Banking Group,Chennai,Gujarat,Uttar Pradesh,Uttar Pradesh,0,1.02,44.22,Medium,8888
774849,51,ALT,886,10.7,9,545.6999999999999,3,Active,,,0,West,Operations Group,Mumbai,Maharashtra,West Bengal,Uttar Pradesh,0,0.51,41.31,Medium,4444
714262,30,MMII,1429,8.9,7,267.0,3,Active,,,7,North,Retail Banking Group,New Delhi,Tamil Nadu,Telangana,Delhi,0,1.95,49.09,Medium,1111
310504,26,SO,1398,1.3,1,72.8,3,Active,,,8,North,Retail Banking Group,New Delhi,Gujarat,West Bengal,Gujarat,0,10.58,36.71,Low,5555
718645,32,ALT,195,13.0,9,416.0,2,Active,,,0,West,Credit,Mumbai,Tamil Nadu,West Bengal,Uttar Pradesh,0,0.44,8.28,Low,8888
146693,47,AMII,422,7.7,3,361.9,3,Active,,,2,East,Retail Banking Group,Kolkata,Karnataka,West Bengal,Karnataka,0,2.96,53.7,Medium,4444
934336,32,MMII,1982,5.9,7,188.8,3,Active,,,7,West,Operations Group,Mumbai,Maharashtra,Telangana,Delhi,0,2.35,42.42,Medium,8888
609619,37,AMII,704,6.4,3,236.8,3,Active,,,2,South,Credit,Chennai,Uttar Pradesh,Karnataka,Uttar Pradesh,9,3.8,59.53,Medium,8888
568315,47,DMI,808,5.0,4,235.0,3,Active,,,4,East,Wholesale Banking,Kolkata,Gujarat,Gujarat,Delhi,0,2.23,26.75,Low,3333
397017,43,DMI,48,5.0,4,215.0,1,Active,,,4,South,Retail Banking Group,Chennai,Delhi,Gujarat,West Bengal,0,1.26,18.75,Low,9999
998086,33,CM,5,9.8,8,323.4,1,Active,,,3,West,Retail Banking Group,Mumbai,Karnataka,Gujarat,Delhi,0,0.42,19.19,Low,3333
328624,23,DMI,1642,5.8,4,133.4,3,Active,,,4,East,Retail Banking Group,Kolkata,Tamil Nadu,Delhi,Telangana,0,6.2,24.36,Low,1111
413726,53,AMII,522,0.2,3,10.6,3,Active,,,2,South,Wholesale Banking,Chennai,Gujarat,Maharashtra,Karnataka,77,1.66,82.63,High,2222
880026,39,DMII,1985,3.6,5,140.4,3,Active,,,5,West,Retail Banking Group,Mumbai,Maharashtra,Gujarat,West Bengal,0,3.89,38.04,Low,6666
277573,37,AMI,1425,3.7,2,136.9,3,Active,,,1,West,Operations Group,Mumbai,Uttar Pradesh,Maharashtra,Tamil Nadu,0,7.91,26.6,Low,2222
960591,36,DMI,1998,4.0,4,144.0,3,Active,,,4,East,Retail Banking Group,Kolkata,West Bengal,Gujarat,Delhi,3,6.12,42.67,Medium,6666
164667,23,ALT,1343,11.4,9,262.2,3,Active,,,0,West,Retail Banking Group,Mumbai,Uttar Pradesh,Gujarat,Telangana,0,1.11,38.53,Low,1111
194576,22,CM,1483,8.4,8,184.8,3,Active,,,3,North,Retail Banking Group,New Delhi,Delhi,Telangana,Tamil Nadu,0,1.47,48.45,Medium,1111
594366,42,AMI,1786,0.9,2,37.8,3,Active,,,1,South,Retail Banking Group,Chennai,Tamil Nadu,Maharashtra,Gujarat,0,8.0,26.19,Low,5555
301521,28,SO,69,1.7,1,47.6,2,Active,,,8,South,Retail Banking Group,Chennai,Karnataka,Karnataka,Karnataka,1,3.8,13.16,Low,9999
345767,34,DMI,1433,4.8,4,163.2,3,Active,,,4,West,Operations Group,Mumbai,Uttar Pradesh,Karnataka,West Bengal,0,4.27,54.84,Medium,8888
145308,57,SO,1049,0.2,1,239.4,3,Active,,,8,West,Wholesale Banking,Mumbai,Maharashtra,Uttar Pradesh,Telangana,0,5.18,37.76,Low,3333
566632,45,DMI,972,0.9,4,40.5,3,Active,,,4,North,Retail Banking Group,New Delhi,Delhi,Karnataka,Tamil Nadu,0,1.9,39.27,Low,3333
935497,40,MMI,429,1.5,6,60.0,3,Active,,,6,East,Retail Banking Group,Kolkata,Maharashtra,Delhi,Maharashtra,0,0.62,11.11,Low,1111
636342,32,SO,1263,0.4,1,108.8,3,Active,,,8,West,Transaction Banking,Mumbai,Gujarat,Maharashtra,Uttar Pradesh,0,8.36,52.74,Medium,3333
453350,37,SO,1449,0.7,1,273.8,3,Active,,,8,West,Retail Banking Group,Mumbai,West Bengal,West Bengal,Uttar Pradesh,0,9.28,44.47,Medium,1111
836544,43,MMI,286,5.2,6,223.6,3,Active,,,6,West,Retail Banking Group,Mumbai,Karnataka,Telangana,Maharashtra,0,0.71,26.32,Low,8888
673806,30,SO,524,1.0,1,30.0,3,Active,,,8,West,Operations Group,Mumbai,Maharashtra,Delhi,Uttar Pradesh,0,5.05,34.83,Low,1111
242371,26,MMI,371,3.1,6,80.60000000000002,3,Active,,,6,South,Retail Banking Group,Chennai,Tamil Nadu,Maharashtra,West Bengal,1,0.8,23.89,Low,5555
291934,25,MMII,534,9.2,7,230.0,3,Active,,,7,West,Wholesale Banking,Mumbai,Gujarat,Telangana,Telangana,0,1.02,47.39,Medium,9999
886905,31,MMI,1901,4.9,6,151.9,3,Active,,,6,South,Retail Banking Group,Chennai,Gujarat,Tamil Nadu,Uttar Pradesh,0,3.03,34.07,Low,7777
231951,32,AMI,1122,7.1,2,227.2,3,Active,,,1,West,Retail Banking Group,Mumbai,Karnataka,Tamil Nadu,Gujarat,0,8.55,38.08,Low,4444
478548,49,AMII,559,5.1,3,249.9,3,Active,,,2,East,Transaction Banking,Kolkata,Gujarat,Telangana,Telangana,9,2.64,51.37,Medium,9999
768062,49,AMII,689,1.5,3,73.5,3,Active,,,2,North,Wholesale Banking,New Delhi,Tamil Nadu,West Bengal,Uttar Pradesh,72,2.21,71.59,High,9999
750209,47,SO,695,0.4,1,122.2,3,Active,,,8,East,Credit,Kolkata,Maharashtra,Gujarat,Gujarat,0,4.49,45.61,Medium,2222
885597,33,SO,1083,0.3,1,214.5,3,Active,,,8,West,Retail Banking Group,Mumbai,Karnataka,Delhi,Maharashtra,0,7.14,32.56,Low,6666
763868,35,AMII,691,1.3,3,45.5,3,Active,,,2,West,Retail Banking Group,Mumbai,Gujarat,Telangana,Karnataka,70,2.6,79.66,High,4444
277944,31,MMII,843,9.3,7,288.3,3,Active,,,7,West,Retail Banking Group,Mumbai,Gujarat,Tamil Nadu,Delhi,0,1.23,46.45,Medium,8888
783727,22,AMI,960,4.9,2,107.8,3,Active,,,1,East,Retail Banking Group,Kolkata,Tamil Nadu,West Bengal,West Bengal,0,7.22,27.79,Low,7777
444756,37,MMII,1106,8.3,7,307.1,3,Active,,,7,West,Retail Banking Group,Mumbai,West Bengal,Delhi,Telangana,0,1.31,39.96,Low,7777
312251,54,DMI,1380,7.1,4,383.4,3,Active,,,4,East,Credit,Kolkata,West Bengal,Uttar Pradesh,Tamil Nadu,0,3.82,44.64,Medium,9999
848002,31,AMI,159,7.1,2,220.1,2,Active,,,1,South,Retail Banking Group,Chennai,Uttar Pradesh,Delhi,Uttar Pradesh,0,4.08,39.6,Low,5555
621394,41,ALT,1925,10.9,9,446.9,3,Active,,,0,North,Retail Banking Group,New Delhi,Gujarat,Karnataka,Karnataka,0,1.37,36.6,Low,6666
837427,36,MMII,1595,9.2,7,331.2,3,Active,,,7,North,Retail Banking Group,New Delhi,Maharashtra,West Bengal,Gujarat,0,2.12,49.63,Medium,1111
714226,22,ALT,1467,12.2,9,268.4,3,Active,,,0,East,Retail Banking Group,Kolkata,Karnataka,Tamil Nadu,Uttar Pradesh,0,1.32,43.39,Medium,6666
400618,41,AMII,178,0.6,3,24.6,2,Active,,,2,South,Transaction Banking,Chennai,Gujarat,Tamil Nadu,Telangana,0,1.5,48.72,Medium,2222
911108,44,MMII,1056,8.4,7,369.6,3,Active,,,7,East,Credit,Kolkata,Delhi,Gujarat,Tamil Nadu,0,1.16,33.26,Low,6666
172047,33,DMII,640,7.2,5,237.6,3,Active,,,5,South,Retail Banking Group,Chennai,Karnataka,West Bengal,Uttar Pradesh,0,1.87,50.71,Medium,9999
503419,48,MMII,1333,9.0,7,432.0,3,Active,,,7,West,Credit,Mumbai,Uttar Pradesh,Telangana,Karnataka,0,1.45,52.68,Medium,8888
210584,36,DMII,1387,7.6,5,273.6,3,Active,,,5,South,Retail Banking Group,Chennai,West Bengal,Uttar Pradesh,Delhi,0,3.41,45.36,Medium,9999
114585,43,CM,511,6.7,8,288.1,3,Active,,,3,South,Retail Banking Group,Chennai,Gujarat,Delhi,Tamil Nadu,0,0.44,25.82,Low,8888
362693,57,AMII,903,0.3,3,17.1,3,Active,,,2,South,Retail Banking Group,Chennai,Tamil Nadu,Tamil Nadu,Maharashtra,6,2.17,59.08,Medium,3333
720594,45,DMII,764,1.1,5,49.50000000000001,3,Active,,,5,North,Retail Banking Group,New Delhi,Delhi,Delhi,Delhi,0,1.1,56.64,Medium,8888
911534,51,AMII,1746,5.1,3,260.1,3,Active,,,2,South,Retail Banking Group,Chennai,Gujarat,Maharashtra,Karnataka,75,6.61,78.49,High,6666
160816,36,SO,611,1.1,1,39.6,3,Active,,,8,West,Retail Banking Group,Mumbai,Uttar Pradesh,Karnataka,Gujarat,0,5.07,34.31,Low,6666
335349,26,DMI,1766,7.8,4,202.8,3,Active,,,4,West,Credit,Mumbai,Maharashtra,Tamil Nadu,Gujarat,0,7.64,54.37,Medium,6666
691366,45,MMI,470,2.9,6,130.5,3,Active,,,6,West,Transaction Banking,Mumbai,Delhi,Uttar Pradesh,Gujarat,0,0.68,28.67,Low,3333
790459,33,SO,10,1.6,1,52.8,1,Active,,,8,South,Retail Banking Group,Chennai,Uttar Pradesh,West Bengal,Gujarat,0,3.38,16.09,Low,1111
262640,53,SO,186,1.9,1,100.7,2,Active,,,8,East,Retail Banking Group,Kolkata,Gujarat,Gujarat,Karnataka,0,3.12,13.8,Low,4444
906546,33,ALT,1501,14.1,9,465.3,3,Active,,,0,East,Retail Banking Group,Kolkata,Maharashtra,Gujarat,Gujarat,0,1.38,50.05,Medium,6666
769174,36,CM,561,9.6,8,345.6,3,Active,,,3,West,Retail Banking Group,Mumbai,Delhi,Karnataka,Uttar Pradesh,0,0.63,50.8,Medium,2222
888834,46,SO,602,0.4,1,18.4,3,Active,,,8,North,Retail Banking Group,New Delhi,Maharashtra,Delhi,Tamil Nadu,0,4.22,46.25,Medium,7777
512627,42,AMI,335,2.8,2,117.6,3,Active,,,1,East,Retail Banking Group,Kolkata,Maharashtra,Gujarat,Delhi,0,2.95,42.49,Medium,7777
545539,39,MMII,1043,8.0,7,312.0,3,Active,,,7,South,Retail Banking Group,Chennai,Delhi,Maharashtra,Maharashtra,0,1.18,30.89,Low,4444
879225,52,DMII,1073,6.7,5,348.4,3,Active,,,5,East,Retail Banking Group,Kolkata,Delhi,West Bengal,West Bengal,0,2.02,35.31,Low,4444
127739,33,AMI,1416,5.7,2,188.1,3,Active,,,1,West,Retail Banking Group,Mumbai,Maharashtra,Uttar Pradesh,Karnataka,0,9.53,29.47,Low,1111
571359,43,DMI,771,6.4,4,275.2,3,Active,,,4,North,Retail Banking Group,New Delhi,Uttar Pradesh,Uttar Pradesh,Maharashtra,0,2.54,31.56,Low,2222
685681,40,CM,1368,7.4,8,296.0,3,Active,,,3,East,Retail Banking Group,Kolkata,West Bengal,Delhi,Telangana,0,0.98,34.54,Low,9999
387106,47,MMI,1829,4.2,6,197.4,3,Active,,,6,East,Credit,Kolkata,Delhi,West Bengal,Telangana,0,2.22,35.44,Low,8888
469320,35,DMI,1323,1.6,4,56.0,3,Active,,,4,West,Retail Banking Group,Mumbai,Gujarat,West Bengal,Delhi,0,3.02,39.89,Low,8888
371512,37,ALT,1866,11.4,9,421.8,3,Active,,,0,North,Transaction Banking,New Delhi,Karnataka,Delhi,Tamil Nadu,0,1.43,26.98,Low,9999
581026,42,ALT,1388,11.6,9,487.2,3,Active,,,0,North,Credit,New Delhi,Tamil Nadu,Telangana,Maharashtra,0,0.92,44.81,Medium,7777
343953,35,ALT,1071,11.5,9,402.5,3,Active,,,0,West,Retail Banking Group,Mumbai,Maharashtra,Gujarat,Telangana,0,0.77,31.66,Low,9999
629454,51,SO,1526,0.9,1,321.3,3,Active,,,8,South,Retail Banking Group,Chennai,Maharashtra,West Bengal,Tamil Nadu,0,8.48,49.86,Medium,2222
949132,27,AMI,161,2.4,2,64.8,2,Active,,,1,East,Retail Banking Group,Kolkata,Tamil Nadu,West Bengal,Tamil Nadu,0,2.99,41.05,Medium,6666
606099,36,MMII,1371,7.4,7,266.4,3,Active,,,7,South,Operations Group,Chennai,West Bengal,Tamil Nadu,Uttar Pradesh,0,1.53,52.65,Medium,3333
642314,37,DMI,765,0.3,4,11.1,3,Active,,,4,East,Retail Banking Group,Kolkata,Tamil Nadu,Tamil Nadu,West Bengal,0,1.69,49.48,Medium,6666
306478,27,AMII,715,0.7,3,18.9,3,Active,,,2,East,Wholesale Banking,Kolkata,Delhi,Tamil Nadu,West Bengal,80,2.79,70.64,High,3333
555254,55,MMII,796,6.8,7,374.0,3,Active,,,7,South,Retail Banking Group,Chennai,Tamil Nadu,Karnataka,Tamil Nadu,0,0.72,29.46,Low,8888
227303,47,AMI,1769,5.7,2,267.9,3,Active,,,1,West,Retail Banking Group,Mumbai,Maharashtra,Karnataka,Karnataka,0,10.56,33.72,Low,4444
281020,42,SO,575,0.7,1,29.4,3,Active,,,8,West,Retail Banking Group,Mumbai,Tamil Nadu,Maharashtra,Gujarat,0,4.44,42.69,Medium,6666
314629,57,MMI,1287,1.1,6,62.7,3,Active,,,6,East,Retail Banking Group,Kolkata,Karnataka,Uttar Pradesh,Gujarat,0,0.99,32.64,Low,9999
817815,49,ALT,1911,14.9,9,730.1,3,Active,,,0,West,Retail Banking Group,Mumbai,Gujarat,Maharashtra,Delhi,0,1.68,49.42,Medium,2222
920872,41,CM,527,6.5,8,266.5,3,Active,,,3,East,Operations Group,Kolkata,Delhi,West Bengal,Telangana,0,0.45,49.74,Medium,2222
124724,48,ALT,642,14.0,9,672.0,3,Active,,,0,West,Operations Group,Mumbai,Tamil Nadu,Uttar Pradesh,Maharashtra,0,0.56,21.7,Low,7777
174579,43,CM,1533,6.1,8,262.3,3,Active,,,3,East,Operations Group,Kolkata,Maharashtra,Uttar Pradesh,West Bengal,0,0.98,31.77,Low,2222
738398,50,CM,778,6.8,8,340.0,3,Active,,,3,West,Operations Group,Mumbai,Uttar Pradesh,Maharashtra,Uttar Pradesh,0,0.51,28.45,Low,2222
658723,34,AMI,1736,1.8,2,61.2,3,Active,,,1,North,Transaction Banking,New Delhi,Gujarat,Delhi,Gujarat,1,9.03,47.38,Medium,4444
356024,37,CM,613,6.8,8,251.6,3,Active,,,3,South,Retail Banking Group,Chennai,Delhi,Karnataka,West Bengal,0,0.52,43.12,Medium,9999
487029,33,MMII,425,9.2,7,303.6,3,Active,,,7,North,Operations Group,New Delhi,Maharashtra,Uttar Pradesh,Delhi,0,0.84,27.99,Low,8888
888040,41,SO,238,1.5,1,106.6,3,Active,,,8,South,Transaction Banking,Chennai,West Bengal,Gujarat,Uttar Pradesh,0,3.65,24.3,Low,2222
428078,44,DMII,218,4.1,5,180.4,3,Active,,,5,South,Retail Banking Group,Chennai,Karnataka,Maharashtra,Telangana,0,0.9,33.01,Low,8888
481291,30,MMII,1694,5.7,7,171.0,3,Active,,,7,East,Operations Group,Kolkata,West Bengal,Maharashtra,Uttar Pradesh,0,1.88,40.33,Medium,4444
651855,31,AMII,1416,1.7,3,52.7,3,Active,,,2,South,Credit,Chennai,Karnataka,West Bengal,Telangana,89,5.02,76.71,High,2222
585248,27,AMI,1226,2.4,2,64.8,3,Active,,,1,North,Retail Banking Group,New Delhi,Tamil Nadu,Maharashtra,Delhi,0,6.94,30.36,Low,7777
829906,35,ALT,1855,12.5,9,437.5,3,Active,,,0,North,Wholesale Banking,New Delhi,Delhi,Tamil Nadu,Telangana,0,1.58,40.48,Medium,6666
697339,33,MMII,1856,6.0,7,198.0,3,Active,,,7,West,Wholesale Banking,Mumbai,Tamil Nadu,Karnataka,Telangana,0,2.12,32.38,Low,5555
437701,40,DMI,1787,1.5,4,60.0,3,Active,,,4,North,Retail Banking Group,New Delhi,Karnataka,Telangana,Tamil Nadu,0,4.08,38.61,Low,1111
273636,47,CM,102,8.2,8,385.4,2,Active,,,3,West,Retail Banking Group,Mumbai,Karnataka,Uttar Pradesh,Telangana,0,0.34,11.74,Low,2222
111342,56,AMII,1519,4.0,3,224.0,3,Active,,,2,South,Retail Banking Group,Chennai,Karnataka,Tamil Nadu,Maharashtra,25,4.79,67.92,Medium,8888
431494,39,ALT,1428,11.6,9,452.4,3,Active,,,0,North,Credit,New Delhi,Gujarat,Gujarat,Gujarat,0,0.99,36.51,Low,1111
134960,39,MMII,1616,5.9,7,230.1,3,Active,,,7,South,Credit,Chennai,Maharashtra,West Bengal,Karnataka,0,1.6,40.2,Medium,3333
256971,50,DMI,698,1.8,4,90.0,3,Active,,,4,North,Operations Group,New Delhi,Delhi,Delhi,Maharashtra,0,1.53,48.11,Medium,2222
875168,38,MMII,697,7.0,7,266.0,3,Active,,,7,North,Retail Banking Group,New Delhi,Tamil Nadu,Delhi,Tamil Nadu,0,0.83,27.67,Low,5555
244070,50,MMII,975,7.3,7,365.0,3,Active,,,7,West,Operations Group,Mumbai,Tamil Nadu,Karnataka,Delhi,0,0.92,29.43,Low,4444
556455,32,MMII,945,8.9,7,284.8,3,Active,,,7,South,Wholesale Banking,Chennai,West Bengal,Maharashtra,Maharashtra,0,1.28,36.25,Low,7777
495316,23,CM,1459,8.5,8,195.5,3,Active,,,3,North,Retail Banking Group,New Delhi,Karnataka,Karnataka,Tamil Nadu,0,1.43,31.19,Low,5555
458297,40,DMII,1360,6.2,5,248.0,3,Active,,,5,East,Retail Banking Group,Kolkata,Uttar Pradesh,Maharashtra,West Bengal,0,2.85,32.17,Low,8888
605584,42,MMI,15,7.6,6,319.2,1,Active,,,6,South,Retail Banking Group,Chennai,Karnataka,Telangana,Delhi,0,0.7,14.58,Low,4444
792083,40,CM,1404,6.1,8,244.0,3,Active,,,3,South,Retail Banking Group,Chennai,Karnataka,Maharashtra,Karnataka,0,0.91,40.75,Medium,6666
314812,39,AMI,1805,0.3,2,11.7,3,Active,,,1,South,Retail Banking Group,Chennai,Uttar Pradesh,Delhi,Uttar Pradesh,0,8.05,54.98,Medium,4444
219748,43,AMI,1650,7.0,2,301.0,3,Active,,,1,West,Credit,Mumbai,Tamil Nadu,Uttar Pradesh,West Bengal,0,11.1,48.82,Medium,2222
577042,53,AMI,1759,4.8,2,254.4,3,Active,,,1,East,Credit,Kolkata,West Bengal,West Bengal,Tamil Nadu,0,9.17,46.05,Medium,1111
231759,50,AMII,519,0.3,3,15.0,3,Active,,,2,South,Retail Banking Group,Chennai,Maharashtra,Maharashtra,West Bengal,8,1.73,60.77,Medium,1111
831574,22,CM,1138,7.4,8,162.8,3,Active,,,3,North,Retail Banking Group,New Delhi,Uttar Pradesh,Maharashtra,Karnataka,0,1.02,29.67,Low,8888
622826,29,DMII,1589,0.6,5,17.4,3,Active,,,5,North,Retail Banking Group,New Delhi,Gujarat,Telangana,Gujarat,2,2.54,38.84,Low,4444
541132,50,DMI,214,6.7,4,335.0,3,Active,,,4,West,Retail Banking Group,Mumbai,Delhi,Tamil Nadu,Karnataka,0,1.51,32.87,Low,5555
173621,35,DMI,485,3.1,4,108.5,3,Active,,,4,North,Retail Banking Group,New Delhi,Uttar Pradesh,Delhi,Tamil Nadu,0,1.72,29.49,Low,8888
761622,25,AMI,1743,3.7,2,92.5,3,Active,,,1,South,Transaction Banking,Chennai,Maharashtra,West Bengal,Delhi,1,11.53,37.42,Low,7777
848158,26,AMII,1634,4.6,3,119.6,3,Active,,,2,North,Retail Banking Group,New Delhi,Tamil Nadu,Delhi,Telangana,67,7.85,80.14,High,8888
231747,23,DMI,1517,1.5,4,34.5,3,Active,,,4,South,Retail Banking Group,Chennai,Gujarat,Gujarat,Maharashtra,0,4.05,38.78,Low,8888
209319,54,SO,38,0.7,1,37.8,1,Active,,,8,North,Retail Banking Group,New Delhi,Gujarat,Telangana,Tamil Nadu,0,2.49,18.24,Low,6666
492081,42,MMII,1842,9.7,7,407.4,3,Active,,,7,East,Credit,Kolkata,Gujarat,West Bengal,Telangana,0,2.5,35.73,Low,2222
874502,47,DMI,12,0.9,4,42.3,1,Active,,,4,West,Retail Banking Group,Mumbai,Karnataka,Maharashtra,Tamil Nadu,0,0.84,39.52,Low,6666
915248,50,DMII,776,6.3,5,315.0,3,Active,,,5,West,Wholesale Banking,Mumbai,Delhi,Telangana,Uttar Pradesh,0,1.58,35.86,Low,1111
294928,43,AMI,1164,4.5,2,193.5,3,Active,,,1,East,Retail Banking Group,Kolkata,Tamil Nadu,Tamil Nadu,Telangana,0,6.39,32.88,Low,1111
441132,34,AMI,1336,7.9,2,268.6,3,Active,,,1,East,Retail Banking Group,Kolkata,Tamil Nadu,Karnataka,Delhi,0,10.39,48.0,Medium,3333
792523,29,DMII,1538,3.7,5,107.3,3,Active,,,5,West,Operations Group,Mumbai,Gujarat,Tamil Nadu,Maharashtra,94,3.1,99.7,High,3333
492631,40,CM,1256,8.7,8,348.0,3,Active,,,3,East,Transaction Banking,Kolkata,Tamil Nadu,Delhi,Karnataka,0,0.99,54.24,Medium,5555
744418,37,MMI,181,3.3,6,122.1,2,Active,,,6,South,Retail Banking Group,Chennai,Delhi,Maharashtra,Tamil Nadu,0,0.61,16.01,Low,1111
352500,54,ALT,1826,14.9,9,804.6,3,Active,,,0,North,Retail Banking Group,New Delhi,Delhi,Delhi,West Bengal,0,1.47,44.66,Medium,6666
221613,28,DMII,1978,1.9,5,53.2,3,Active,,,5,West,Retail Banking Group,Mumbai,West Bengal,Gujarat,West Bengal,1,3.89,41.56,Medium,7777
475654,30,CM,147,6.4,8,192.0,2,Active,,,3,East,Operations Group,Kolkata,Uttar Pradesh,Telangana,Karnataka,0,0.38,24.82,Low,3333
640077,27,DMI,24,3.4,4,91.8,1,Active,,,4,South,Credit,Chennai,Uttar Pradesh,Gujarat,Maharashtra,1,1.33,24.05,Low,4444
991634,37,CM,1330,9.4,8,347.8,3,Active,,,3,West,Retail Banking Group,Mumbai,West Bengal,Telangana,Delhi,0,1.16,32.13,Low,3333
611987,40,AMI,164,4.4,2,176.0,2,Active,,,1,East,Transaction Banking,Kolkata,Maharashtra,Delhi,Uttar Pradesh,0,2.98,28.97,Low,1111
693676,49,AMI,1655,3.2,2,156.8,3,Active,,,1,West,Transaction Banking,Mumbai,Uttar Pradesh,Uttar Pradesh,Tamil Nadu,0,7.9,46.35,Medium,8888
990421,22,DMI,514,2.7,4,59.400000000000006,3,Active,,,4,East,Retail Banking Group,Kolkata,Delhi,Gujarat,Karnataka,0,2.01,38.81,Low,2222
288780,57,MMII,1157,8.7,7,495.9,3,Active,,,7,West,Transaction Banking,Mumbai,Delhi,Tamil Nadu,Maharashtra,0,1.09,46.06,Medium,1111
208214,43,AMII,1207,3.4,3,146.2,3,Active,,,2,South,Credit,Chennai,Uttar Pradesh,Tamil Nadu,Karnataka,73,4.19,75.83,High,8888
296468,24,ALT,457,11.4,9,273.6,3,Active,,,0,South,Retail Banking Group,Chennai,Delhi,Maharashtra,Karnataka,0,0.53,14.22,Low,7777
918236,34,SO,1307,1.6,1,122.4,3,Active,,,8,North,Transaction Banking,New Delhi,West Bengal,Gujarat,Telangana,0,9.22,38.57,Low,7777
229446,37,DMI,295,5.7,4,210.9,3,Active,,,4,West,Credit,Mumbai,Gujarat,Karnataka,Maharashtra,0,1.76,41.01,Medium,4444
324950,54,AMII,947,5.7,3,307.8,3,Active,,,2,North,Retail Banking Group,New Delhi,Gujarat,Maharashtra,Tamil Nadu,11,3.55,57.4,Medium,9999
798486,41,ALT,324,11.0,9,451.0,3,Active,,,0,West,Wholesale Banking,Mumbai,Tamil Nadu,Delhi,Gujarat,0,0.37,13.84,Low,6666
661724,30,AMII,1878,6.5,3,195.0,3,Active,,,2,East,Credit,Kolkata,Gujarat,Maharashtra,Gujarat,26,10.34,64.38,Medium,2222
747490,36,CM,205,8.0,8,288.0,3,Active,,,3,East,Operations Group,Kolkata,Karnataka,Uttar Pradesh,Delhi,0,0.42,34.16,Low,1111
784629,40,AMII,1417,7.2,3,288.0,3,Active,,,2,North,Retail Banking Group,New Delhi,West Bengal,Gujarat,Uttar Pradesh,6,6.82,55.28,Medium,1111
317621,40,MMI,1693,3.6,6,144.0,3,Active,,,6,West,Wholesale Banking,Mumbai,Delhi,Delhi,Karnataka,0,2.07,27.85,Low,9999
961749,55,DMII,1492,5.9,5,324.5,3,Active,,,5,North,Operations Group,New Delhi,Uttar Pradesh,Maharashtra,Telangana,0,2.57,36.6,Low,4444
351067,49,MMI,1594,2.2,6,107.8,3,Active,,,6,South,Retail Banking Group,Chennai,Gujarat,West Bengal,Gujarat,0,1.53,48.14,Medium,5555
741333,34,SO,534,0.5,1,217.6,3,Active,,,8,North,Retail Banking Group,New Delhi,West Bengal,Tamil Nadu,Maharashtra,0,4.67,45.67,Medium,3333
118188,35,DMII,883,0.8,5,28.0,3,Active,,,5,North,Retail Banking Group,New Delhi,Gujarat,Delhi,Tamil Nadu,0,1.35,56.5,Medium,4444
492962,26,CM,1983,8.1,8,210.6,3,Active,,,3,East,Retail Banking Group,Kolkata,Maharashtra,Delhi,Telangana,0,2.05,38.2,Low,8888
456325,24,AMII,875,4.5,3,108.0,3,Active,,,2,North,Operations Group,New Delhi,Delhi,West Bengal,Maharashtra,72,4.41,72.72,High,4444
561516,52,AMII,919,3.5,3,182.0,3,Active,,,2,West,Retail Banking Group,Mumbai,Maharashtra,Delhi,Telangana,7,3.0,65.98,Medium,9999
248485,36,MMII,1345,8.6,7,309.6,3,Active,,,7,East,Transaction Banking,Kolkata,Delhi,Gujarat,Tamil Nadu,0,1.65,32.11,Low,9999
725720,28,AMII,1302,1.8,3,50.4,3,Active,,,2,North,Retail Banking Group,New Delhi,West Bengal,Telangana,Karnataka,87,4.8,74.36,High,6666
